Unnamed: 0,do,did,is doing,was doing,want to do,wanted to do,can do,could do,It's ok do,It was ok do,please do,I do and...,let's do,shall I do?,order
call out,声をかける,声をかけた,声をかけている,声をかけていた,声をかけたい,声をかけたかった,声をかけられる,声をかけられた,声をかけてもいい,声をかけてもよかった,声をかけて,声をかけて,声をかけよう,声をかけようか？,声をかけろ
,声をかけない,声をかけなかった,声をかけていない,声をかけていなかった,声をかけたくない,声をかけたくなかった,声をかけられない,声をかけられなかった,声をかけなくてもいい,声をかけなくてもよかった,声をかけないで,声をかけなくて,,,声をかけるな
,声をかけます,声をかけました,声をかけています,声をかけていました,声をかけたいです,声をかけたかったです,声をかけられます,声をかけられました,声をかけてもいいです,声をかけてもよかったです,声をかけてください,声をかけまして,声をかけましょう,声をかけましょうか？,声をかけなさい
,声をかけません,声をかけませんでした,声をかけていません,声をかけていませんでした,声をかけたくないです,声をかけたくなかったです,声をかけられません,声をかけられませんでした,声をかけなくてもいいです,声をかけなくてもよかったです,声をかけないでください,声をかけませんでして,,,声をかけてはいけません
call back,電話をかけ直す,電話をかけ直した,電話をかけ直している,電話をかけ直していた,電話をかけ直したい,電話をかけ直したかった,電話をかけ直せる,電話をかけ直せた,電話をかけ直してもいい,電話をかけ直してもよかった,電話をかけ直して,電話をかけ直して,電話をかけ直せう,電話をかけ直せうか？,電話をかけ直せ
,電話をかけ直さない,電話をかけ直さなかった,電話をかけ直していない,電話をかけ直していなかった,電話をかけ直したくない,電話をかけ直したくなかった,電話をかけ直せない,電話をかけ直せなかった,電話をかけ直さなくてもいい,電話をかけ直さなくてもよかった,電話をかけ直さないで,電話をかけ直さなくて,,,電話をかけ直すな
,電話をかけ直します,電話をかけ直しました,電話をかけ直しています,電話をかけ直していました,電話をかけ直したいです,電話をかけ直したかったです,電話をかけ直せます,電話をかけ直せました,電話をかけ直してもいいです,電話をかけ直してもよかったです,電話をかけ直してください,電話をかけ直しまして,電話をかけ直しましょう,電話をかけ直しましょうか？,電話をかけ直しなさい
,電話をかけ直しません,電話をかけ直しませんでした,電話をかけ直していません,電話をかけ直していませんでした,電話をかけ直したくないです,電話をかけ直したくなかったです,電話をかけ直せません,電話をかけ直せませんでした,電話をかけ直さなくてもいいです,電話をかけ直さなくてもよかったです,電話をかけ直さないでください,電話をかけ直しませんでして,,,電話をかけ直してはいけません
go and meet,会いに行く,会いに行った,会いに行っている,会いに行っていた,会いに行きたい,会いに行きたかった,会いに行ける,会いに行けた,会いに行ってもいい,会いに行ってもよかった,会いに行って,会いに行って,会いに行けう,会いに行けうか？,会いに行け
,会いに行かない,会いに行かなかった,会いに行っていない,会いに行っていなかった,会いに行きたくない,会いに行きたくなかった,会いに行けない,会いに行けなかった,会いに行かなくてもいい,会いに行かなくてもよかった,会いに行かないで,会いに行かなくて,,,会いに行くな
,会いに行きます,会いに行きました,会いに行っています,会いに行っていました,会いに行きたいです,会いに行きたかったです,会いに行けます,会いに行けました,会いに行ってもいいです,会いに行ってもよかったです,会いに行ってください,会いに行きまして,会いに行きましょう,会いに行きましょうか？,会いに行きなさい
,会いに行きません,会いに行きませんでした,会いに行っていません,会いに行っていませんでした,会いに行きたくないです,会いに行きたくなかったです,会いに行けません,会いに行けませんでした,会いに行かなくてもいいです,会いに行かなくてもよかったです,会いに行かないでください,会いに行きませんでして,,,会いに行ってはいけません
come and meet,会いに来る,会いに来った,会いに来っている,会いに来っていた,会いに来りたい,会いに来りたかった,会いに来れる,会いに来れた,会いに来ってもいい,会いに来ってもよかった,会いに来って,会いに来って,会いに来ろう,会いに来ろうか？,会いに来れ
,会いに来らない,会いに来らなかった,会いに来っていない,会いに来っていなかった,会いに来りたくない,会いに来りたくなかった,会いに来れない,会いに来れなかった,会いに来らなくてもいい,会いに来らなくてもよかった,会いに来らないで,会いに来らなくて,,,会いに来るな
,会いに来ります,会いに来りました,会いに来っています,会いに来っていました,会いに来りたいです,会いに来りたかったです,会いに来れます,会いに来れました,会いに来ってもいいです,会いに来ってもよかったです,会いに来ってください,会いに来りまして,会いに来りましょう,会いに来りましょうか？,会いに来りなさい
,会いに来りません,会いに来りませんでした,会いに来っていません,会いに来っていませんでした,会いに来りたくないです,会いに来りたくなかったです,会いに来れません,会いに来れませんでした,会いに来らなくてもいいです,会いに来らなくてもよかったです,会いに来らないでください,会いに来りませんでして,,,会いに来ってはいけません
try to do,やってみる,やってみた,やってみている,やってみていた,やってみたい,やってみたかった,やってみられる,やってみられた,やってみてもいい,やってみてもよかった,やってみて,やってみて,やってみよう,やってみようか？,やってみろ
,やってみない,やってみなかった,やってみていない,やってみていなかった,やってみたくない,やってみたくなかった,やってみられない,やってみられなかった,やってみなくてもいい,やってみなくてもよかった,やってみないで,やってみなくて,,,やってみるな
,やってみます,やってみました,やってみています,やってみていました,やってみたいです,やってみたかったです,やってみられます,やってみられました,やってみてもいいです,やってみてもよかったです,やってみてください,やってみまして,やってみましょう,やってみましょうか？,やってみなさい
,やってみません,やってみませんでした,やってみていません,やってみていませんでした,やってみたくないです,やってみたくなかったです,やってみられません,やってみられませんでした,やってみなくてもいいです,やってみなくてもよかったです,やってみないでください,やってみませんでして,,,やってみてはいけません
try to eat,食べてみる,食べてみた,食べてみている,食べてみていた,食べてみたい,食べてみたかった,食べてみられる,食べてみられた,食べてみてもいい,食べてみてもよかった,食べてみて,食べてみて,食べてみよう,食べてみようか？,食べてみろ
,食べてみない,食べてみなかった,食べてみていない,食べてみていなかった,食べてみたくない,食べてみたくなかった,食べてみられない,食べてみられなかった,食べてみなくてもいい,食べてみなくてもよかった,食べてみないで,食べてみなくて,,,食べてみるな
,食べてみます,食べてみました,食べてみています,食べてみていました,食べてみたいです,食べてみたかったです,食べてみられます,食べてみられました,食べてみてもいいです,食べてみてもよかったです,食べてみてください,食べてみまして,食べてみましょう,食べてみましょうか？,食べてみなさい
,食べてみません,食べてみませんでした,食べてみていません,食べてみていませんでした,食べてみたくないです,食べてみたくなかったです,食べてみられません,食べてみられませんでした,食べてみなくてもいいです,食べてみなくてもよかったです,食べてみないでください,食べてみませんでして,,,食べてみてはいけません
try to drink,飲んでみる,飲んでみた,飲んでみている,飲んでみていた,飲んでみたい,飲んでみたかった,飲んでみられる,飲んでみられた,飲んでみてもいい,飲んでみてもよかった,飲んでみて,飲んでみて,飲んでみよう,飲んでみようか？,飲んでみろ
,飲んでみない,飲んでみなかった,飲んでみていない,飲んでみていなかった,飲んでみたくない,飲んでみたくなかった,飲んでみられない,飲んでみられなかった,飲んでみなくてもいい,飲んでみなくてもよかった,飲んでみないで,飲んでみなくて,,,飲んでみるな
,飲んでみます,飲んでみました,飲んでみています,飲んでみていました,飲んでみたいです,飲んでみたかったです,飲んでみられます,飲んでみられました,飲んでみてもいいです,飲んでみてもよかったです,飲んでみてください,飲んでみまして,飲んでみましょう,飲んでみましょうか？,飲んでみなさい
,飲んでみません,飲んでみませんでした,飲んでみていません,飲んでみていませんでした,飲んでみたくないです,飲んでみたくなかったです,飲んでみられません,飲んでみられませんでした,飲んでみなくてもいいです,飲んでみなくてもよかったです,飲んでみないでください,飲んでみませんでして,,,飲んでみてはいけません
try to speak,話してみる,話してみた,話してみている,話してみていた,話してみたい,話してみたかった,話してみられる,話してみられた,話してみてもいい,話してみてもよかった,話してみて,話してみて,話してみよう,話してみようか？,話してみろ
,話してみない,話してみなかった,話してみていない,話してみていなかった,話してみたくない,話してみたくなかった,話してみられない,話してみられなかった,話してみなくてもいい,話してみなくてもよかった,話してみないで,話してみなくて,,,話してみるな
,話してみます,話してみました,話してみています,話してみていました,話してみたいです,話してみたかったです,話してみられます,話してみられました,話してみてもいいです,話してみてもよかったです,話してみてください,話してみまして,話してみましょう,話してみましょうか？,話してみなさい
,話してみません,話してみませんでした,話してみていません,話してみていませんでした,話してみたくないです,話してみたくなかったです,話してみられません,話してみられませんでした,話してみなくてもいいです,話してみなくてもよかったです,話してみないでください,話してみませんでして,,,話してみてはいけません
try to write,書いてみる,書いてみた,書いてみている,書いてみていた,書いてみたい,書いてみたかった,書いてみられる,書いてみられた,書いてみてもいい,書いてみてもよかった,書いてみて,書いてみて,書いてみよう,書いてみようか？,書いてみろ
,書いてみない,書いてみなかった,書いてみていない,書いてみていなかった,書いてみたくない,書いてみたくなかった,書いてみられない,書いてみられなかった,書いてみなくてもいい,書いてみなくてもよかった,書いてみないで,書いてみなくて,,,書いてみるな
,書いてみます,書いてみました,書いてみています,書いてみていました,書いてみたいです,書いてみたかったです,書いてみられます,書いてみられました,書いてみてもいいです,書いてみてもよかったです,書いてみてください,書いてみまして,書いてみましょう,書いてみましょうか？,書いてみなさい
,書いてみません,書いてみませんでした,書いてみていません,書いてみていませんでした,書いてみたくないです,書いてみたくなかったです,書いてみられません,書いてみられませんでした,書いてみなくてもいいです,書いてみなくてもよかったです,書いてみないでください,書いてみませんでして,,,書いてみてはいけません
decide to go,行くことにする,行くことにした,行くことにしている,行くことにしていた,行くことにしたい,行くことにしたかった,行くことにができる,行くことにができた,行くことにしてもいい,行くことにしてもよかった,行くことにして,行くことにして,行くことにしよう,行くことにしようか？,行くことにしろ
,行くことにしない,行くことにしなかった,行くことにしていない,行くことにしていなかった,行くことにしたくない,行くことにしたくなかった,行くことにができない,行くことにができなかった,行くことにしなくてもいい,行くことにしなくてもよかった,行くことにしないで,行くことにしなくて,,,行くことにするな
,行くことにします,行くことにしました,行くことにしています,行くことにしていました,行くことにしたいです,行くことにしたかったです,行くことにができます,行くことにができました,行くことにしてもいいです,行くことにしてもよかったです,行くことにしてください,行くことにしまして,行くことにしましょう,行くことにしましょうか？,行くことにしなさい
,行くことにしません,行くことにしませんでした,行くことにしていません,行くことにしていませんでした,行くことにしたくないです,行くことにしたくなかったです,行くことにができません,行くことにができませんでした,行くことにしなくてもいいです,行くことにしなくてもよかったです,行くことにしないでください,行くことにしませんでして,,,行くことにしてはいけません
decide to come,来ることにする,来ることにした,来ることにしている,来ることにしていた,来ることにしたい,来ることにしたかった,来ることにができる,来ることにができた,来ることにしてもいい,来ることにしてもよかった,来ることにして,来ることにして,来ることにしよう,来ることにしようか？,来ることにしろ
,来ることにしない,来ることにしなかった,来ることにしていない,来ることにしていなかった,来ることにしたくない,来ることにしたくなかった,来ることにができない,来ることにができなかった,来ることにしなくてもいい,来ることにしなくてもよかった,来ることにしないで,来ることにしなくて,,,来ることにするな
,来ることにします,来ることにしました,来ることにしています,来ることにしていました,来ることにしたいです,来ることにしたかったです,来ることにができます,来ることにができました,来ることにしてもいいです,来ることにしてもよかったです,来ることにしてください,来ることにしまして,来ることにしましょう,来ることにしましょうか？,来ることにしなさい
,来ることにしません,来ることにしませんでした,来ることにしていません,来ることにしていませんでした,来ることにしたくないです,来ることにしたくなかったです,来ることにができません,来ることにができませんでした,来ることにしなくてもいいです,来ることにしなくてもよかったです,来ることにしないでください,来ることにしませんでして,,,来ることにしてはいけません
decide to stop,やめることにする,やめることにした,やめることにしている,やめることにしていた,やめることにしたい,やめることにしたかった,やめることにができる,やめることにができた,やめることにしてもいい,やめることにしてもよかった,やめることにして,やめることにして,やめることにしよう,やめることにしようか？,やめることにしろ
,やめることにしない,やめることにしなかった,やめることにしていない,やめることにしていなかった,やめることにしたくない,やめることにしたくなかった,やめることにができない,やめることにができなかった,やめることにしなくてもいい,やめることにしなくてもよかった,やめることにしないで,やめることにしなくて,,,やめることにするな
,やめることにします,やめることにしました,やめることにしています,やめることにしていました,やめることにしたいです,やめることにしたかったです,やめることにができます,やめることにができました,やめることにしてもいいです,やめることにしてもよかったです,やめることにしてください,やめることにしまして,やめることにしましょう,やめることにしましょうか？,やめることにしなさい
,やめることにしません,やめることにしませんでした,やめることにしていません,やめることにしていませんでした,やめることにしたくないです,やめることにしたくなかったです,やめることにができません,やめることにができませんでした,やめることにしなくてもいいです,やめることにしなくてもよかったです,やめることにしないでください,やめることにしませんでして,,,やめることにしてはいけません
remember to do,することを覚える,することを覚えた,することを覚えている,することを覚えていた,することを覚えたい,することを覚えたかった,することを覚えられる,することを覚えられた,することを覚えてもいい,することを覚えてもよかった,することを覚えて,することを覚えて,することを覚えよう,することを覚えようか？,することを覚えろ
,することを覚えない,することを覚えなかった,することを覚えていない,することを覚えていなかった,することを覚えたくない,することを覚えたくなかった,することを覚えられない,することを覚えられなかった,することを覚えなくてもいい,することを覚えなくてもよかった,することを覚えないで,することを覚えなくて,,,することを覚えるな
,することを覚えます,することを覚えました,することを覚えています,することを覚えていました,することを覚えたいです,することを覚えたかったです,することを覚えられます,することを覚えられました,することを覚えてもいいです,することを覚えてもよかったです,することを覚えてください,することを覚えまして,することを覚えましょう,することを覚えましょうか？,することを覚えなさい
,することを覚えません,することを覚えませんでした,することを覚えていません,することを覚えていませんでした,することを覚えたくないです,することを覚えたくなかったです,することを覚えられません,することを覚えられませんでした,することを覚えなくてもいいです,することを覚えなくてもよかったです,することを覚えないでください,することを覚えませんでして,,,することを覚えてはいけません
forget to do,することを忘れる,することを忘れた,することを忘れている,することを忘れていた,することを忘れたい,することを忘れたかった,することを忘れられる,することを忘れられた,することを忘れてもいい,することを忘れてもよかった,することを忘れて,することを忘れて,することを忘れよう,することを忘れようか？,することを忘れろ
,することを忘れない,することを忘れなかった,することを忘れていない,することを忘れていなかった,することを忘れたくない,することを忘れたくなかった,することを忘れられない,することを忘れられなかった,することを忘れなくてもいい,することを忘れなくてもよかった,することを忘れないで,することを忘れなくて,,,することを忘れるな
,することを忘れます,することを忘れました,することを忘れています,することを忘れていました,することを忘れたいです,することを忘れたかったです,することを忘れられます,することを忘れられました,することを忘れてもいいです,することを忘れてもよかったです,することを忘れてください,することを忘れまして,することを忘れましょう,することを忘れましょうか？,することを忘れなさい
,することを忘れません,することを忘れませんでした,することを忘れていません,することを忘れていませんでした,することを忘れたくないです,することを忘れたくなかったです,することを忘れられません,することを忘れられませんでした,することを忘れなくてもいいです,することを忘れなくてもよかったです,することを忘れないでください,することを忘れませんでして,,,することを忘れてはいけません
fold,たたむ,たたんだ,たたんでいる,たたんでいた,たたみたい,たたみたかった,たためる,たためた,たたんでもいい,たたんでもよかった,たたんで,たたんで,たためう,たためうか？,たため
,たたまない,たたまなかった,たたんでいない,たたんでいなかった,たたみたくない,たたみたくなかった,たためない,たためなかった,たたまなくてもいい,たたまなくてもよかった,たたまないで,たたまなくて,,,たたむな
,たたみます,たたみました,たたんでいます,たたんでいました,たたみたいです,たたみたかったです,たためます,たためました,たたんでもいいです,たたんでもよかったです,たたんでください,たたみまして,たたみましょう,たたみましょうか？,たたみなさい
,たたみません,たたみませんでした,たたんでいません,たたんでいませんでした,たたみたくないです,たたみたくなかったです,たためません,たためませんでした,たたまなくてもいいです,たたまなくてもよかったです,たたまないでください,たたみませんでして,,,たたんではいけません
open window,窓を開ける,窓を開けた,窓を開けている,窓を開けていた,窓を開けたい,窓を開けたかった,窓を開けられる,窓を開けられた,窓を開けてもいい,窓を開けてもよかった,窓を開けて,窓を開けて,窓を開けよう,窓を開けようか？,窓を開けろ
,窓を開けない,窓を開けなかった,窓を開けていない,窓を開けていなかった,窓を開けたくない,窓を開けたくなかった,窓を開けられない,窓を開けられなかった,窓を開けなくてもいい,窓を開けなくてもよかった,窓を開けないで,窓を開けなくて,,,窓を開けるな
,窓を開けます,窓を開けました,窓を開けています,窓を開けていました,窓を開けたいです,窓を開けたかったです,窓を開けられます,窓を開けられました,窓を開けてもいいです,窓を開けてもよかったです,窓を開けてください,窓を開けまして,窓を開けましょう,窓を開けましょうか？,窓を開けなさい
,窓を開けません,窓を開けませんでした,窓を開けていません,窓を開けていませんでした,窓を開けたくないです,窓を開けたくなかったです,窓を開けられません,窓を開けられませんでした,窓を開けなくてもいいです,窓を開けなくてもよかったです,窓を開けないでください,窓を開けませんでして,,,窓を開けてはいけません
close window,窓を閉める,窓を閉めた,窓を閉めている,窓を閉めていた,窓を閉めたい,窓を閉めたかった,窓を閉められる,窓を閉められた,窓を閉めてもいい,窓を閉めてもよかった,窓を閉めて,窓を閉めて,窓を閉めよう,窓を閉めようか？,窓を閉めろ
,窓を閉めない,窓を閉めなかった,窓を閉めていない,窓を閉めていなかった,窓を閉めたくない,窓を閉めたくなかった,窓を閉められない,窓を閉められなかった,窓を閉めなくてもいい,窓を閉めなくてもよかった,窓を閉めないで,窓を閉めなくて,,,窓を閉めるな
,窓を閉めます,窓を閉めました,窓を閉めています,窓を閉めていました,窓を閉めたいです,窓を閉めたかったです,窓を閉められます,窓を閉められました,窓を閉めてもいいです,窓を閉めてもよかったです,窓を閉めてください,窓を閉めまして,窓を閉めましょう,窓を閉めましょうか？,窓を閉めなさい
,窓を閉めません,窓を閉めませんでした,窓を閉めていません,窓を閉めていませんでした,窓を閉めたくないです,窓を閉めたくなかったです,窓を閉められません,窓を閉められませんでした,窓を閉めなくてもいいです,窓を閉めなくてもよかったです,窓を閉めないでください,窓を閉めませんでして,,,窓を閉めてはいけません
open door,ドアを開ける,ドアを開けた,ドアを開けている,ドアを開けていた,ドアを開けたい,ドアを開けたかった,ドアを開けられる,ドアを開けられた,ドアを開けてもいい,ドアを開けてもよかった,ドアを開けて,ドアを開けて,ドアを開けよう,ドアを開けようか？,ドアを開けろ
,ドアを開けない,ドアを開けなかった,ドアを開けていない,ドアを開けていなかった,ドアを開けたくない,ドアを開けたくなかった,ドアを開けられない,ドアを開けられなかった,ドアを開けなくてもいい,ドアを開けなくてもよかった,ドアを開けないで,ドアを開けなくて,,,ドアを開けるな
,ドアを開けます,ドアを開けました,ドアを開けています,ドアを開けていました,ドアを開けたいです,ドアを開けたかったです,ドアを開けられます,ドアを開けられました,ドアを開けてもいいです,ドアを開けてもよかったです,ドアを開けてください,ドアを開けまして,ドアを開けましょう,ドアを開けましょうか？,ドアを開けなさい
,ドアを開けません,ドアを開けませんでした,ドアを開けていません,ドアを開けていませんでした,ドアを開けたくないです,ドアを開けたくなかったです,ドアを開けられません,ドアを開けられませんでした,ドアを開けなくてもいいです,ドアを開けなくてもよかったです,ドアを開けないでください,ドアを開けませんでして,,,ドアを開けてはいけません
close door,ドアを閉める,ドアを閉めた,ドアを閉めている,ドアを閉めていた,ドアを閉めたい,ドアを閉めたかった,ドアを閉められる,ドアを閉められた,ドアを閉めてもいい,ドアを閉めてもよかった,ドアを閉めて,ドアを閉めて,ドアを閉めよう,ドアを閉めようか？,ドアを閉めろ
,ドアを閉めない,ドアを閉めなかった,ドアを閉めていない,ドアを閉めていなかった,ドアを閉めたくない,ドアを閉めたくなかった,ドアを閉められない,ドアを閉められなかった,ドアを閉めなくてもいい,ドアを閉めなくてもよかった,ドアを閉めないで,ドアを閉めなくて,,,ドアを閉めるな
,ドアを閉めます,ドアを閉めました,ドアを閉めています,ドアを閉めていました,ドアを閉めたいです,ドアを閉めたかったです,ドアを閉められます,ドアを閉められました,ドアを閉めてもいいです,ドアを閉めてもよかったです,ドアを閉めてください,ドアを閉めまして,ドアを閉めましょう,ドアを閉めましょうか？,ドアを閉めなさい
,ドアを閉めません,ドアを閉めませんでした,ドアを閉めていません,ドアを閉めていませんでした,ドアを閉めたくないです,ドアを閉めたくなかったです,ドアを閉められません,ドアを閉められませんでした,ドアを閉めなくてもいいです,ドアを閉めなくてもよかったです,ドアを閉めないでください,ドアを閉めませんでして,,,ドアを閉めてはいけません
answer phone,電話に出る,電話に出った,電話に出っている,電話に出っていた,電話に出りたい,電話に出りたかった,電話に出れる,電話に出れた,電話に出ってもいい,電話に出ってもよかった,電話に出って,電話に出って,電話に出ろう,電話に出ろうか？,電話に出れ
,電話に出らない,電話に出らなかった,電話に出っていない,電話に出っていなかった,電話に出りたくない,電話に出りたくなかった,電話に出れない,電話に出れなかった,電話に出らなくてもいい,電話に出らなくてもよかった,電話に出らないで,電話に出らなくて,,,電話に出るな
,電話に出ります,電話に出りました,電話に出っています,電話に出っていました,電話に出りたいです,電話に出りたかったです,電話に出れます,電話に出れました,電話に出ってもいいです,電話に出ってもよかったです,電話に出ってください,電話に出りまして,電話に出りましょう,電話に出りましょうか？,電話に出りなさい
,電話に出りません,電話に出りませんでした,電話に出っていません,電話に出っていませんでした,電話に出りたくないです,電話に出りたくなかったです,電話に出れません,電話に出れませんでした,電話に出らなくてもいいです,電話に出らなくてもよかったです,電話に出らないでください,電話に出りませんでして,,,電話に出ってはいけません
hang up,電話を切る,電話を切った,電話を切っている,電話を切っていた,電話を切りたい,電話を切りたかった,電話を切れる,電話を切れた,電話を切ってもいい,電話を切ってもよかった,電話を切って,電話を切って,電話を切ろう,電話を切ろうか？,電話を切れ
,電話を切らない,電話を切らなかった,電話を切っていない,電話を切っていなかった,電話を切りたくない,電話を切りたくなかった,電話を切れない,電話を切れなかった,電話を切らなくてもいい,電話を切らなくてもよかった,電話を切らないで,電話を切らなくて,,,電話を切るな
,電話を切ります,電話を切りました,電話を切っています,電話を切っていました,電話を切りたいです,電話を切りたかったです,電話を切れます,電話を切れました,電話を切ってもいいです,電話を切ってもよかったです,電話を切ってください,電話を切りまして,電話を切りましょう,電話を切りましょうか？,電話を切りなさい
,電話を切りません,電話を切りませんでした,電話を切っていません,電話を切っていませんでした,電話を切りたくないです,電話を切りたくなかったです,電話を切れません,電話を切れませんでした,電話を切らなくてもいいです,電話を切らなくてもよかったです,電話を切らないでください,電話を切りませんでして,,,電話を切ってはいけません
turn on light,電気をつける,電気をつけた,電気をつけている,電気をつけていた,電気をつけたい,電気をつけたかった,電気をつけられる,電気をつけられた,電気をつけてもいい,電気をつけてもよかった,電気をつけて,電気をつけて,電気をつけよう,電気をつけようか？,電気をつけろ
,電気をつけない,電気をつけなかった,電気をつけていない,電気をつけていなかった,電気をつけたくない,電気をつけたくなかった,電気をつけられない,電気をつけられなかった,電気をつけなくてもいい,電気をつけなくてもよかった,電気をつけないで,電気をつけなくて,,,電気をつけるな
,電気をつけます,電気をつけました,電気をつけています,電気をつけていました,電気をつけたいです,電気をつけたかったです,電気をつけられます,電気をつけられました,電気をつけてもいいです,電気をつけてもよかったです,電気をつけてください,電気をつけまして,電気をつけましょう,電気をつけましょうか？,電気をつけなさい
,電気をつけません,電気をつけませんでした,電気をつけていません,電気をつけていませんでした,電気をつけたくないです,電気をつけたくなかったです,電気をつけられません,電気をつけられませんでした,電気をつけなくてもいいです,電気をつけなくてもよかったです,電気をつけないでください,電気をつけませんでして,,,電気をつけてはいけません
turn off light,電気を消す,電気を消した,電気を消している,電気を消していた,電気を消したい,電気を消したかった,電気を消せる,電気を消せた,電気を消してもいい,電気を消してもよかった,電気を消して,電気を消して,電気を消せう,電気を消せうか？,電気を消せ
,電気を消さない,電気を消さなかった,電気を消していない,電気を消していなかった,電気を消したくない,電気を消したくなかった,電気を消せない,電気を消せなかった,電気を消さなくてもいい,電気を消さなくてもよかった,電気を消さないで,電気を消さなくて,,,電気を消すな
,電気を消します,電気を消しました,電気を消しています,電気を消していました,電気を消したいです,電気を消したかったです,電気を消せます,電気を消せました,電気を消してもいいです,電気を消してもよかったです,電気を消してください,電気を消しまして,電気を消しましょう,電気を消しましょうか？,電気を消しなさい
,電気を消しません,電気を消しませんでした,電気を消していません,電気を消していませんでした,電気を消したくないです,電気を消したくなかったです,電気を消せません,電気を消せませんでした,電気を消さなくてもいいです,電気を消さなくてもよかったです,電気を消さないでください,電気を消しませんでして,,,電気を消してはいけません
turn on TV,テレビをつける,テレビをつけた,テレビをつけている,テレビをつけていた,テレビをつけたい,テレビをつけたかった,テレビをつけられる,テレビをつけられた,テレビをつけてもいい,テレビをつけてもよかった,テレビをつけて,テレビをつけて,テレビをつけよう,テレビをつけようか？,テレビをつけろ
,テレビをつけない,テレビをつけなかった,テレビをつけていない,テレビをつけていなかった,テレビをつけたくない,テレビをつけたくなかった,テレビをつけられない,テレビをつけられなかった,テレビをつけなくてもいい,テレビをつけなくてもよかった,テレビをつけないで,テレビをつけなくて,,,テレビをつけるな
,テレビをつけます,テレビをつけました,テレビをつけています,テレビをつけていました,テレビをつけたいです,テレビをつけたかったです,テレビをつけられます,テレビをつけられました,テレビをつけてもいいです,テレビをつけてもよかったです,テレビをつけてください,テレビをつけまして,テレビをつけましょう,テレビをつけましょうか？,テレビをつけなさい
,テレビをつけません,テレビをつけませんでした,テレビをつけていません,テレビをつけていませんでした,テレビをつけたくないです,テレビをつけたくなかったです,テレビをつけられません,テレビをつけられませんでした,テレビをつけなくてもいいです,テレビをつけなくてもよかったです,テレビをつけないでください,テレビをつけませんでして,,,テレビをつけてはいけません
turn off TV,テレビを消す,テレビを消した,テレビを消している,テレビを消していた,テレビを消したい,テレビを消したかった,テレビを消せる,テレビを消せた,テレビを消してもいい,テレビを消してもよかった,テレビを消して,テレビを消して,テレビを消せう,テレビを消せうか？,テレビを消せ
,テレビを消さない,テレビを消さなかった,テレビを消していない,テレビを消していなかった,テレビを消したくない,テレビを消したくなかった,テレビを消せない,テレビを消せなかった,テレビを消さなくてもいい,テレビを消さなくてもよかった,テレビを消さないで,テレビを消さなくて,,,テレビを消すな
,テレビを消します,テレビを消しました,テレビを消しています,テレビを消していました,テレビを消したいです,テレビを消したかったです,テレビを消せます,テレビを消せました,テレビを消してもいいです,テレビを消してもよかったです,テレビを消してください,テレビを消しまして,テレビを消しましょう,テレビを消しましょうか？,テレビを消しなさい
,テレビを消しません,テレビを消しませんでした,テレビを消していません,テレビを消していませんでした,テレビを消したくないです,テレビを消したくなかったです,テレビを消せません,テレビを消せませんでした,テレビを消さなくてもいいです,テレビを消さなくてもよかったです,テレビを消さないでください,テレビを消しませんでして,,,テレビを消してはいけません
sit in chair,いすに座る,いすに座った,いすに座っている,いすに座っていた,いすに座りたい,いすに座りたかった,いすに座れる,いすに座れた,いすに座ってもいい,いすに座ってもよかった,いすに座って,いすに座って,いすに座ろう,いすに座ろうか？,いすに座れ
,いすに座らない,いすに座らなかった,いすに座っていない,いすに座っていなかった,いすに座りたくない,いすに座りたくなかった,いすに座れない,いすに座れなかった,いすに座らなくてもいい,いすに座らなくてもよかった,いすに座らないで,いすに座らなくて,,,いすに座るな
,いすに座ります,いすに座りました,いすに座っています,いすに座っていました,いすに座りたいです,いすに座りたかったです,いすに座れます,いすに座れました,いすに座ってもいいです,いすに座ってもよかったです,いすに座ってください,いすに座りまして,いすに座りましょう,いすに座りましょうか？,いすに座りなさい
,いすに座りません,いすに座りませんでした,いすに座っていません,いすに座っていませんでした,いすに座りたくないです,いすに座りたくなかったです,いすに座れません,いすに座れませんでした,いすに座らなくてもいいです,いすに座らなくてもよかったです,いすに座らないでください,いすに座りませんでして,,,いすに座ってはいけません
decide time,時間を決める,時間を決めた,時間を決めている,時間を決めていた,時間を決めたい,時間を決めたかった,時間を決められる,時間を決められた,時間を決めてもいい,時間を決めてもよかった,時間を決めて,時間を決めて,時間を決めよう,時間を決めようか？,時間を決めろ
,時間を決めない,時間を決めなかった,時間を決めていない,時間を決めていなかった,時間を決めたくない,時間を決めたくなかった,時間を決められない,時間を決められなかった,時間を決めなくてもいい,時間を決めなくてもよかった,時間を決めないで,時間を決めなくて,,,時間を決めるな
,時間を決めます,時間を決めました,時間を決めています,時間を決めていました,時間を決めたいです,時間を決めたかったです,時間を決められます,時間を決められました,時間を決めてもいいです,時間を決めてもよかったです,時間を決めてください,時間を決めまして,時間を決めましょう,時間を決めましょうか？,時間を決めなさい
,時間を決めません,時間を決めませんでした,時間を決めていません,時間を決めていませんでした,時間を決めたくないです,時間を決めたくなかったです,時間を決められません,時間を決められませんでした,時間を決めなくてもいいです,時間を決めなくてもよかったです,時間を決めないでください,時間を決めませんでして,,,時間を決めてはいけません
